,State,CTYNAME,Year,Deaths_Total,Population,Mortality_Rate
2550,Georgia,Troup County,2005,5,63233,7.907263612354309e-05
2551,Georgia,Troup County,2006,5,63897,7.825093509867443e-05
2552,Georgia,Troup County,2007,5,64894,7.704872561407834e-05
2553,Georgia,Troup County,2008,5,65860,7.591861524445795e-05
2554,Georgia,Troup County,2009,5,66422,7.527626388847069e-05
2555,Georgia,Troup County,2010,5,67060,7.456009543692216e-05
2556,Georgia,Troup County,2011,13,67651,0.00019216271747646006
2557,Georgia,Troup County,2012,5,68324,7.31807271237047e-05
2558,Georgia,Troup County,2013,5,68859,7.261214946484846e-05
2559,Georgia,Troup County,2014,10,69341,0.00014421482239944622
2560,Georgia,Troup County,2015,10,69666,0.00014354204346453075
2561,Georgia,Walker County,2003,5,63478,7.876744698950818e-05
2562,Georgia,Walker County,2004,5,64228,7.78476676838762e-05
2563,Georgia,Walker County,2005,13,65160,0.00019950890116635973
2564,Georgia,Walker County,2006,5,66343,7.536590145154726e-05
2565,Georgia,Walker County,2007,10,67405,0.00014835694681403458
2566,Georgia,Walker County,2008,5,68103,7.341820477805677e-05
2567,Georgia,Walker County,2009,11,68612,0.00016032180959598904
2568,Georgia,Walker County,2010,5,68876,7.259422730704454e-05
2569,Georgia,Walker County,2011,10,68825,0.00014529604068289138
2570,Georgia,Walker County,2012,12,68487,0.0001752157343729467
2571,Georgia,Walker County,2013,5,68643,7.284063924945006e-05
2572,Georgia,Walker County,2014,11,68714,0.00016008382571237303
2573,Georgia,Walker County,2015,5,68604,7.288204769401201e-05
2574,Georgia,Walton County,2003,5,68161,7.335573128328517e-05
2575,Georgia,Walton County,2004,5,70334,7.108937356044019e-05
2576,Georgia,Walton County,2005,5,73696,6.784628745115068e-05
2577,Georgia,Walton County,2006,5,77057,6.488703167784887e-05
2578,Georgia,Walton County,2007,5,80440,6.215813028344107e-05
2579,Georgia,Walton County,2008,5,82602,6.053122200430982e-05
2580,Georgia,Walton County,2009,5,83353,5.998584334097153e-05
2581,Georgia,Walton County,2010,5,83997,5.95259354500756e-05
2582,Georgia,Walton County,2011,5,84647,5.9068838824766386e-05
2583,Georgia,Walton County,2012,15,84998,0.00017647474058213135
2584,Georgia,Walton County,2013,15,86068,0.00017428080122693684
2585,Georgia,Walton County,2014,13,87557,0.00014847470790456502
2586,Georgia,Walton County,2015,19,88373,0.00021499779344369887
2587,Georgia,Ware County,2003,5,35222,0.0001419567315882119
2588,Georgia,Ware County,2004,5,34991,0.00014289388699951415
2589,Georgia,Ware County,2005,5,35011,0.00014281225900431293
2590,Georgia,Ware County,2006,5,35624,0.00014035481697731867
2591,Georgia,Ware County,2007,5,36016,0.00013882718791648156
2592,Georgia,Ware County,2008,5,36065,0.00013863856924996534
2593,Georgia,Ware County,2009,10,35985,0.00027789356676392944
2594,Georgia,Ware County,2010,5,36308,0.00013771069736697147
2595,Georgia,Ware County,2011,5,36279,0.00013782077786047024
2596,Georgia,Ware County,2012,5,35896,0.00013929128593715177
2597,Georgia,Ware County,2013,5,35745,0.00013987970345502866
2598,Georgia,Ware County,2014,15,35520,0.0004222972972972973
2599,Georgia,Ware County,2015,5,35337,0.0001414947505447548
2600,Georgia,Whitfield County,2003,5,89478,5.5879657569458416e-05
2601,Georgia,Whitfield County,2004,10,91842,0.00010888264628383528
2602,Georgia,Whitfield County,2005,11,94162,0.00011681994859922262
2603,Georgia,Whitfield County,2006,12,96408,0.00012447099825740602
2604,Georgia,Whitfield County,2007,5,98654,5.06821821720356e-05
2605,Georgia,Whitfield County,2008,15,100546,0.0001491854474568854
2606,Georgia,Whitfield County,2009,11,101009,0.00010890118702293855
2607,Georgia,Whitfield County,2010,11,102740,0.00010706638115631691
2608,Georgia,Whitfield County,2011,15,102909,0.00014575984607760254
2609,Georgia,Whitfield County,2012,16,102926,0.000155451489419583
2610,Georgia,Whitfield County,2013,14,102691,0.00013633132406929528
2611,Georgia,Whitfield County,2014,11,103039,0.00010675569444579236
2612,Georgia,Whitfield County,2015,12,103621,0.00011580664151089066
2613,Hawaii,Hawaii County,2003,11,158442,6.942603602580123e-05
2614,Hawaii,Hawaii County,2004,11,162852,6.754599268047061e-05
2615,Hawaii,Hawaii County,2005,19,168237,0.00011293591778265185
2616,Hawaii,Hawaii County,2006,5,173536,2.881246542504149e-05
2617,Hawaii,Hawaii County,2007,14,177733,7.876984015348865e-05
2618,Hawaii,Hawaii County,2008,23,181506,0.00012671757407468624
2619,Hawaii,Hawaii County,2009,28,183629,0.00015248136187639207
2620,Hawaii,Hawaii County,2010,11,185361,5.9343659130021956e-05
2621,Hawaii,Hawaii County,2011,12,187101,6.413648243462087e-05
2622,Hawaii,Hawaii County,2012,5,189199,2.6427200989434405e-05
2623,Hawaii,Hawaii County,2013,10,191521,5.2213595375963994e-05
2624,Hawaii,Hawaii County,2014,10,193812,5.159639238024477e-05
2625,Hawaii,Hawaii County,2015,11,196111,5.6090683337497644e-05
2626,Hawaii,Honolulu County,2003,62,894311,6.932711327491219e-05
2627,Hawaii,Honolulu County,2004,89,907997,9.801794499321033e-05
2628,Hawaii,Honolulu County,2005,103,918181,0.00011217831778265941
2629,Hawaii,Honolulu County,2006,99,926954,0.00010680141625150762
2630,Hawaii,Honolulu County,2007,89,925335,9.618138295860418e-05
2631,Hawaii,Honolulu County,2008,71,933680,7.604318396024334e-05
2632,Hawaii,Honolulu County,2009,81,943177,8.587995678435755e-05
2633,Hawaii,Honolulu County,2010,100,956320,0.00010456750878367074
2634,Hawaii,Honolulu County,2011,115,967510,0.0001188618205496584
2635,Hawaii,Honolulu County,2012,103,978295,0.00010528521560470002
2636,Hawaii,Honolulu County,2013,103,986494,0.00010441016367053424
2637,Hawaii,Honolulu County,2014,113,988002,0.00011437223811287831
2638,Hawaii,Honolulu County,2015,119,991755,0.0001199893118764211
2639,Hawaii,Maui County,2003,5,137469,3.637183655951524e-05
2640,Hawaii,Maui County,2004,5,140508,3.558516241068124e-05
2641,Hawaii,Maui County,2005,5,143334,3.488355868112241e-05
2642,Hawaii,Maui County,2006,5,145667,3.432486424516191e-05
2643,Hawaii,Maui County,2007,5,148012,3.378104478015296e-05
2644,Hawaii,Maui County,2008,5,151325,3.3041467041136624e-05
2645,Hawaii,Maui County,2009,5,153300,3.2615786040443576e-05
2646,Hawaii,Maui County,2010,5,155025,3.225286244154169e-05
2647,Hawaii,Maui County,2011,32,156967,0.00020386450655233266
2648,Hawaii,Maui County,2012,17,158936,0.00010696129259576181
2649,Hawaii,Maui County,2013,16,161065,9.933877627044982e-05
2650,Hawaii,Maui County,2014,18,163116,0.00011035091591260208
2651,Hawaii,Maui County,2015,17,163993,0.00010366296122395468
2652,Iowa,Johnson County,2003,5,116673,4.2854816452821136e-05
2653,Iowa,Johnson County,2004,5,118891,4.205532798950299e-05
2654,Iowa,Johnson County,2005,5,120300,4.1562759767248545e-05
2655,Iowa,Johnson County,2006,5,122226,4.090782648536318e-05
2656,Iowa,Johnson County,2007,5,124541,4.01474213311279e-05
2657,Iowa,Johnson County,2008,5,127113,3.933507981087694e-05
2658,Iowa,Johnson County,2009,5,129864,3.850181728577589e-05
2659,Iowa,Johnson County,2010,5,131344,3.806797417468632e-05
2660,Iowa,Johnson County,2011,5,134125,3.727865796831314e-05
2661,Iowa,Johnson County,2012,5,137180,3.644846187490888e-05
2662,Iowa,Johnson County,2013,5,140266,3.5646557255500266e-05
2663,Iowa,Johnson County,2014,15,142874,0.00010498761146184751
2664,Iowa,Johnson County,2015,5,145114,3.4455669335832515e-05
2665,Iowa,Linn County,2003,5,196920,2.5391021734714605e-05
2666,Iowa,Linn County,2004,11,198314,5.5467591798864426e-05
2667,Iowa,Linn County,2005,10,200395,4.9901444646822524e-05
2668,Iowa,Linn County,2006,11,202709,5.426498083459541e-05
2669,Iowa,Linn County,2007,15,205840,7.287213369607463e-05
2670,Iowa,Linn County,2008,12,208558,5.7537951073562273e-05
2671,Iowa,Linn County,2009,13,210217,6.184085968308938e-05
2672,Iowa,Linn County,2010,15,211713,7.085063269614998e-05
2673,Iowa,Linn County,2011,17,214242,7.934952063554298e-05
2674,Iowa,Linn County,2012,18,215542,8.351040632452144e-05
2675,Iowa,Linn County,2013,20,216567,9.235017338745054e-05
2676,Iowa,Linn County,2014,22,218223,0.00010081430463333379
2677,Iowa,Linn County,2015,23,220392,0.00010435950488220989
2678,Iowa,Polk County,2003,13,388277,3.348125178673988e-05
2679,Iowa,Polk County,2004,14,392164,3.569935027182505e-05
2680,Iowa,Polk County,2005,27,399030,6.766408540711224e-05
2681,Iowa,Polk County,2006,21,405990,5.172541195595951e-05
2682,Iowa,Polk County,2007,40,413024,9.684667234833811e-05
2683,Iowa,Polk County,2008,38,419495,9.058510828496169e-05
2684,Iowa,Polk County,2009,45,425737,0.0001056990583388336
2685,Iowa,Polk County,2010,48,432360,0.00011101859561476548
2686,Iowa,Polk County,2011,52,438783,0.00011850960497558018
2687,Iowa,Polk County,2012,55,444753,0.0001236641461665239
2688,Iowa,Polk County,2013,48,452780,0.00010601174963558462
2689,Iowa,Polk County,2014,38,461069,8.241716532666477e-05
2690,Iowa,Polk County,2015,66,467517,0.00014117133708506857
2691,Iowa,Scott County,2003,5,158048,3.1635958696092325e-05
2692,Iowa,Scott County,2004,5,158145,3.1616554427898445e-05
2693,Iowa,Scott County,2005,5,158543,3.1537185495417644e-05
2694,Iowa,Scott County,2006,11,159597,6.892360132082684e-05
2695,Iowa,Scott County,2007,13,160077,8.121091724607532e-05
2696,Iowa,Scott County,2008,16,161824,9.887284951552304e-05
2697,Iowa,Scott County,2009,13,163582,7.947084642564585e-05
2698,Iowa,Scott County,2010,15,165291,9.07490425976006e-05
2699,Iowa,Scott County,2011,17,166686,0.00010198816937235281
2700,Iowa,Scott County,2012,22,168433,0.0001306157344463377
2701,Iowa,Scott County,2013,34,170321,0.00019962306468374424
2702,Iowa,Scott County,2014,14,171457,8.165312585662877e-05
2703,Iowa,Scott County,2015,29,172072,0.00016853410200381235
2704,Iowa,Woodbury County,2003,5,102039,4.900087221552544e-05
2705,Iowa,Woodbury County,2004,5,101816,4.910819517561091e-05
2706,Iowa,Woodbury County,2005,5,100589,4.970722444800127e-05
2707,Iowa,Woodbury County,2006,5,100693,4.9655884718898034e-05
2708,Iowa,Woodbury County,2007,5,100492,4.975520439437965e-05
2709,Iowa,Woodbury County,2008,5,100910,4.954910316123278e-05
2710,Iowa,Woodbury County,2009,5,101581,4.922180328998533e-05
2711,Iowa,Woodbury County,2010,5,102393,4.883146308829705e-05
2712,Iowa,Woodbury County,2011,5,102741,4.866606320748289e-05
2713,Iowa,Woodbury County,2012,5,102351,4.885150120663208e-05
2714,Iowa,Woodbury County,2013,14,102317,0.00013682965685076772
2715,Iowa,Woodbury County,2014,5,102333,4.886009400682087e-05
2716,Iowa,Woodbury County,2015,5,102532,4.87652635274841e-05
2717,Idaho,Ada County,2003,17,327393,5.192536187395576e-05
2718,Idaho,Ada County,2004,21,334926,6.270041740563587e-05
2719,Idaho,Ada County,2005,20,348755,5.734684807386274e-05
2720,Idaho,Ada County,2006,32,363498,8.803349674551167e-05
2721,Idaho,Ada County,2007,32,375368,8.524967498561411e-05
2722,Idaho,Ada County,2008,37,382618,9.67021938330136e-05
2723,Idaho,Ada County,2009,44,388577,0.00011323367054663554
2724,Idaho,Ada County,2010,35,393369,8.897498277698548e-05
2725,Idaho,Ada County,2011,45,401352,0.0001121210309155056
2726,Idaho,Ada County,2012,28,409032,6.845430186391285e-05
2727,Idaho,Ada County,2013,55,416180,0.00013215435628814454
2728,Idaho,Ada County,2014,65,425774,0.00015266314993400254
2729,Idaho,Ada County,2015,44,433254,0.00010155705429147797
2730,Idaho,Bannock County,2003,5,76312,6.552049481077681e-05
2731,Idaho,Bannock County,2004,5,76834,6.507535726371138e-05
2732,Idaho,Bannock County,2005,5,77419,6.458362934163449e-05
2733,Idaho,Bannock County,2006,5,78491,6.370157088073792e-05
2734,Idaho,Bannock County,2007,5,79338,6.302150293680203e-05
2735,Idaho,Bannock County,2008,5,80609,6.202781327147093e-05
2736,Idaho,Bannock County,2009,11,81994,0.00013415615776764153
2737,Idaho,Bannock County,2010,11,83026,0.00013248861802326982
2738,Idaho,Bannock County,2011,11,83657,0.0001314892955759829
2739,Idaho,Bannock County,2012,13,83781,0.00015516644585287834
2740,Idaho,Bannock County,2013,11,83494,0.00013174599372409995
2741,Idaho,Bannock County,2014,22,83587,0.0002631988227834472
2742,Idaho,Bannock County,2015,5,84263,5.933802499317613e-05
2743,Idaho,Bonneville County,2003,5,86846,5.7573175506068214e-05
2744,Idaho,Bonneville County,2004,5,89514,5.5857184351051234e-05
2745,Idaho,Bonneville County,2005,5,91709,5.4520276090678124e-05
2746,Idaho,Bonneville County,2006,5,94756,5.2767107096120564e-05
2747,Idaho,Bonneville County,2007,5,97890,5.107774032076821e-05
2748,Idaho,Bonneville County,2008,13,100811,0.00012895418158732677
2749,Idaho,Bonneville County,2009,13,103016,0.00012619398928321815
2750,Idaho,Bonneville County,2010,13,104682,0.00012418562885691906
2751,Idaho,Bonneville County,2011,12,105833,0.00011338618389349258
2752,Idaho,Bonneville County,2012,15,106788,0.0001404652208113271
2753,Idaho,Bonneville County,2013,33,107407,0.00030724254471310063
2754,Idaho,Bonneville County,2014,19,108285,0.0001754628988317865
2755,Idaho,Bonneville County,2015,27,109916,0.00024564212671494595
2756,Idaho,Canyon County,2003,5,151395,3.302618976848641e-05
2757,Idaho,Canyon County,2004,5,157130,3.1820785336982115e-05
2758,Idaho,Canyon County,2005,5,163947,3.0497660829414382e-05
2759,Idaho,Canyon County,2006,5,172188,2.903802820173299e-05
2760,Idaho,Canyon County,2007,5,179645,2.7832669988031953e-05
2761,Idaho,Canyon County,2008,5,184996,2.7027611407814223e-05
2762,Idaho,Canyon County,2009,5,187357,2.6687019967228338e-05
2763,Idaho,Canyon County,2010,16,189365,8.449291051672696e-05
2764,Idaho,Canyon County,2011,10,191392,5.2248787828122386e-05
2765,Idaho,Canyon County,2012,5,193784,2.580192379143789e-05
2766,Idaho,Canyon County,2013,12,198661,6.040440750826785e-05
2767,Idaho,Canyon County,2014,20,202542,9.874495166434617e-05
2768,Idaho,Canyon County,2015,5,206956,2.4159724772415393e-05
2769,Idaho,Kootenai County,2003,5,116512,4.2914034605877506e-05
2770,Idaho,Kootenai County,2004,5,121002,4.1321631047420705e-05
2771,Idaho,Kootenai County,2005,5,125972,3.969135998475852e-05
2772,Idaho,Kootenai County,2006,12,129510,9.26569376882094e-05
2773,Idaho,Kootenai County,2007,5,132811,3.764748401864304e-05
2774,Idaho,Kootenai County,2008,13,135627,9.585112108945858e-05
2775,Idaho,Kootenai County,2009,10,137407,7.277649610281864e-05
2776,Idaho,Kootenai County,2010,5,138860,3.600748955782803e-05
2777,Idaho,Kootenai County,2011,5,140986,3.5464514207084394e-05
2778,Idaho,Kootenai County,2012,12,142173,8.440421177016733e-05
2779,Idaho,Kootenai County,2013,5,144019,3.471764142231233e-05
2780,Idaho,Kootenai County,2014,10,146687,6.817236701275505e-05
2781,Idaho,Kootenai County,2015,17,149566,0.00011366219595362583
2782,Idaho,Twin Falls County,2003,5,67092,7.452453347642044e-05
2783,Idaho,Twin Falls County,2004,5,68309,7.31967969081673e-05
2784,Idaho,Twin Falls County,2005,5,69833,7.159938710924634e-05
2785,Idaho,Twin Falls County,2006,5,71974,6.946953066385083e-05
2786,Idaho,Twin Falls County,2007,5,73738,6.780764327755024e-05
2787,Idaho,Twin Falls County,2008,5,75143,6.653979745285655e-05
2788,Idaho,Twin Falls County,2009,5,76271,6.555571580286085e-05
2789,Idaho,Twin Falls County,2010,5,77547,6.447702683533857e-05
2790,Idaho,Twin Falls County,2011,5,78108,6.40139294310442e-05
2791,Idaho,Twin Falls County,2012,5,78564,6.36423807341785e-05
2792,Idaho,Twin Falls County,2013,5,79919,6.256334538720454e-05
2793,Idaho,Twin Falls County,2014,5,81019,6.171391895728162e-05
2794,Idaho,Twin Falls County,2015,13,82289,0.00015797980288981517
2795,Illinois,Adams County,2003,5,67267,7.433065247446741e-05
2796,Illinois,Adams County,2004,5,66818,7.483013559220569e-05
2797,Illinois,Adams County,2005,5,66920,7.471607890017931e-05
2798,Illinois,Adams County,2006,5,67106,7.450898578368551e-05
2799,Illinois,Adams County,2007,5,66943,7.469040825777153e-05
2800,Illinois,Adams County,2008,5,66943,7.469040825777153e-05
2801,Illinois,Adams County,2009,5,67039,7.458345142379808e-05
2802,Illinois,Adams County,2010,5,67158,7.445129396348909e-05
2803,Illinois,Adams County,2011,5,67214,7.438926414139911e-05
2804,Illinois,Adams County,2012,5,67149,7.446127269207285e-05
2805,Illinois,Adams County,2013,5,67005,7.462129691814044e-05
2806,Illinois,Adams County,2014,5,66983,7.46458056521804e-05
2807,Illinois,Adams County,2015,14,66850,0.0002094240837696335
2808,Illinois,Bureau County,2003,5,35080,0.00014253135689851768
2809,Illinois,Bureau County,2004,5,34951,0.00014305742324969244
2810,Illinois,Bureau County,2005,5,34977,0.0001429510821396918
2811,Illinois,Bureau County,2006,5,35183,0.00014211408919080238
2812,Illinois,Bureau County,2007,5,35153,0.0001422353710920832
2813,Illinois,Bureau County,2008,5,35078,0.00014253948343691201
2814,Illinois,Bureau County,2009,5,35058,0.0001426207998174454
2815,Illinois,Bureau County,2010,5,34959,0.0001430246860608141
2816,Illinois,Bureau County,2011,5,34631,0.0001443793133319858
2817,Illinois,Bureau County,2012,5,34350,0.0001455604075691412
2818,Illinois,Bureau County,2013,5,34112,0.00014657598499061915
2819,Illinois,Bureau County,2014,5,33858,0.0001476755862720775
2820,Illinois,Bureau County,2015,11,33494,0.0003284170299158058
2821,Illinois,Champaign County,2003,5,187013,2.6736109254436857e-05
2822,Illinois,Champaign County,2004,15,188617,7.952623570515914e-05
2823,Illinois,Champaign County,2005,12,190659,6.29395937249225e-05
2824,Illinois,Champaign County,2006,5,193844,2.579393739295516e-05
2825,Illinois,Champaign County,2007,13,196621,6.611704751781346e-05
2826,Illinois,Champaign County,2008,10,197570,5.061497190869059e-05
2827,Illinois,Champaign County,2009,15,199968,7.501200192030725e-05
2828,Illinois,Champaign County,2010,11,201558,5.457486182637256e-05
2829,Illinois,Champaign County,2011,18,203239,8.856567883132667e-05
2830,Illinois,Champaign County,2012,16,204697,7.816431115258162e-05
2831,Illinois,Champaign County,2013,19,206527,9.19976564807507e-05
2832,Illinois,Champaign County,2014,29,208068,0.0001393775111982621
2833,Illinois,Champaign County,2015,29,209534,0.0001384023595216051
2834,Illinois,Cook County,2003,454,5294739,8.574549189299038e-05
2835,Illinois,Cook County,2004,512,5252021,9.748628194746365e-05
2836,Illinois,Cook County,2005,529,5207615,0.00010158201019084553
2837,Illinois,Cook County,2006,770,5165495,0.00014906606240060245
2838,Illinois,Cook County,2007,538,5154235,0.00010438018445026275
2839,Illinois,Cook County,2008,553,5161831,0.0001071325271981977
2840,Illinois,Cook County,2009,541,5181728,0.00010440532579093306
2841,Illinois,Cook County,2010,502,5198977,9.65574573613232e-05
2842,Illinois,Cook County,2011,516,5219636,9.885746822192199e-05
2843,Illinois,Cook County,2012,630,5239105,0.00012024954643970678
2844,Illinois,Cook County,2013,638,5252513,0.00012146566795741391
2845,Illinois,Cook County,2014,636,5254108,0.00012104813985551876
2846,Illinois,Cook County,2015,707,5243371,0.00013483692075193612
2847,Illinois,DeKalb County,2003,5,94096,5.313722156095902e-05
2848,Illinois,DeKalb County,2004,5,96106,5.2025888081909556e-05
2849,Illinois,DeKalb County,2005,5,98438,5.079339279546517e-05
2850,Illinois,DeKalb County,2006,5,101437,4.9291678578822324e-05
2851,Illinois,DeKalb County,2007,5,103746,4.8194629190523006e-05
2852,Illinois,DeKalb County,2008,5,104601,4.7800690241967095e-05
2853,Illinois,DeKalb County,2009,5,105146,4.755292640709109e-05
2854,Illinois,DeKalb County,2010,5,105151,4.755066523380662e-05
2855,Illinois,DeKalb County,2011,11,104466,0.00010529741734152739
2856,Illinois,DeKalb County,2012,5,104385,4.78996024332998e-05
2857,Illinois,DeKalb County,2013,5,104226,4.7972674764454165e-05
2858,Illinois,DeKalb County,2014,5,104593,4.7804346371172065e-05
2859,Illinois,DeKalb County,2015,5,104238,4.796715209424586e-05
2860,Illinois,DuPage County,2003,48,914078,5.2511930054109166e-05
2861,Illinois,DuPage County,2004,44,913940,4.814320414906887e-05
2862,Illinois,DuPage County,2005,56,911378,6.144541562337471e-05
2863,Illinois,DuPage County,2006,70,908685,7.703439585775049e-05
2864,Illinois,DuPage County,2007,64,907426,7.052916711665744e-05
2865,Illinois,DuPage County,2008,81,909798,8.903075188118681e-05
2866,Illinois,DuPage County,2009,55,912732,6.0258652046822065e-05
2867,Illinois,DuPage County,2010,74,917996,8.061037302994785e-05
2868,Illinois,DuPage County,2011,86,924866,9.29864434415364e-05
2869,Illinois,DuPage County,2012,108,928719,0.00011628921126842457
2870,Illinois,DuPage County,2013,86,932301,9.224488657633103e-05
2871,Illinois,DuPage County,2014,81,933480,8.677207867335134e-05
2872,Illinois,DuPage County,2015,108,933669,0.00011567268485940949
2873,Illinois,Franklin County,2003,5,39066,0.0001279885322275124
2874,Illinois,Franklin County,2004,5,39298,0.00012723293806300576
2875,Illinois,Franklin County,2005,5,39587,0.00012630408972642533
2876,Illinois,Franklin County,2006,5,39560,0.0001263902932254803
2877,Illinois,Franklin County,2007,5,39473,0.00012666886226027918
2878,Illinois,Franklin County,2008,5,39546,0.00012643503767764122
2879,Illinois,Franklin County,2009,5,39482,0.00012663998784256117
2880,Illinois,Franklin County,2010,5,40035,0.00012489072061945796
2881,Illinois,Franklin County,2011,5,40038,0.00012488136270542984
2882,Illinois,Franklin County,2012,5,39872,0.00012540128410914927
2883,Illinois,Franklin County,2013,5,39561,0.0001263870984049948
2884,Illinois,Franklin County,2014,5,39456,0.00012672343876723438
2885,Illinois,Franklin County,2015,10,39398,0.00025381999086248035
2886,Illinois,Grundy County,2003,5,39819,0.000125568196087295
2887,Illinois,Grundy County,2004,5,41410,0.0001207437816952427
2888,Illinois,Grundy County,2005,5,44181,0.00011317082003576198
2889,Illinois,Grundy County,2006,5,46534,0.00010744831735935015
2890,Illinois,Grundy County,2007,5,48175,0.00010378827192527245
2891,Illinois,Grundy County,2008,5,49166,0.00010169629418703982
2892,Illinois,Grundy County,2009,5,49702,0.00010059957345780853
2893,Illinois,Grundy County,2010,5,50155,9.969095803010666e-05
2894,Illinois,Grundy County,2011,5,50103,9.979442348761551e-05
2895,Illinois,Grundy County,2012,13,50161,0.00025916548713143675
2896,Illinois,Grundy County,2013,5,50183,9.963533467508917e-05
2897,Illinois,Grundy County,2014,5,50281,9.944114078876713e-05
2898,Illinois,Grundy County,2015,5,50358,9.928909011477819e-05
2899,Illinois,Jefferson County,2003,5,39730,0.00012584948401711554
2900,Illinois,Jefferson County,2004,5,39638,0.00012614158131086332
2901,Illinois,Jefferson County,2005,5,39624,0.00012618614980819704
2902,Illinois,Jefferson County,2006,5,39545,0.00012643823492224047
2903,Illinois,Jefferson County,2007,5,39412,0.00012686491423931798
2904,Illinois,Jefferson County,2008,5,39277,0.00012730096494131425
2905,Illinois,Jefferson County,2009,5,38970,0.00012830382345393893
2906,Illinois,Jefferson County,2010,5,38757,0.00012900895322135356
2907,Illinois,Jefferson County,2011,5,38758,0.00012900562464523453
2908,Illinois,Jefferson County,2012,5,38672,0.000129292511377741
2909,Illinois,Jefferson County,2013,5,38656,0.00012934602649006624
2910,Illinois,Jefferson County,2014,5,38390,0.00013024225058609013
2911,Illinois,Jefferson County,2015,10,38290,0.00026116479498563595
2912,Illinois,Kane County,2003,5,453929,1.1014938459538827e-05
2913,Illinois,Kane County,2004,19,466884,4.0695333316198456e-05
2914,Illinois,Kane County,2005,29,475384,6.100331521464753e-05
2915,Illinois,Kane County,2006,20,485179,4.1221899546353e-05
2916,Illinois,Kane County,2007,27,495752,5.4462715228582036e-05
2917,Illinois,Kane County,2008,22,504437,4.361297842941735e-05
2918,Illinois,Kane County,2009,28,511273,5.476526239406344e-05
2919,Illinois,Kane County,2010,25,516060,4.8443979382242376e-05
2920,Illinois,Kane County,2011,43,519091,8.283711333850905e-05
2921,Illinois,Kane County,2012,41,520615,7.875301326315992e-05
2922,Illinois,Kane County,2013,36,522523,6.889648876700164e-05
2923,Illinois,Kane County,2014,34,525476,6.470324049052668e-05
2924,Illinois,Kane County,2015,30,528562,5.6757769192639655e-05
2925,Illinois,Kankakee County,2003,5,105794,4.726165945138666e-05
2926,Illinois,Kankakee County,2004,5,106744,4.684104024582178e-05
2927,Illinois,Kankakee County,2005,5,107917,4.633190322192055e-05
2928,Illinois,Kankakee County,2006,5,109735,4.556431402925229e-05
2929,Illinois,Kankakee County,2007,5,111499,4.484345151077588e-05
2930,Illinois,Kankakee County,2008,15,112658,0.00013314633670045626
2931,Illinois,Kankakee County,2009,13,113107,0.0001149354151378783
2932,Illinois,Kankakee County,2010,5,113420,4.4083935813789454e-05
2933,Illinois,Kankakee County,2011,11,113532,9.688898284184195e-05
2934,Illinois,Kankakee County,2012,5,112995,4.424974556396301e-05
2935,Illinois,Kankakee County,2013,19,112764,0.00016849349083040686
2936,Illinois,Kankakee County,2014,20,111916,0.00017870545766467707
2937,Illinois,Kankakee County,2015,16,111786,0.00014313062458626305
2938,Illinois,Kendall County,2003,5,67740,7.381163271331562e-05
2939,Illinois,Kendall County,2004,5,73723,6.782143971352224e-05
2940,Illinois,Kendall County,2005,5,81107,6.164696018839311e-05
2941,Illinois,Kendall County,2006,5,90740,5.5102490632576594e-05
2942,Illinois,Kendall County,2007,5,100917,4.9545666240573934e-05
2943,Illinois,Kendall County,2008,11,108559,0.0001013273887931908
2944,Illinois,Kendall County,2009,5,112490,4.444839541292559e-05
2945,Illinois,Kendall County,2010,5,115369,4.3339198571540016e-05
2946,Illinois,Kendall County,2011,11,116817,9.416437676023182e-05
2947,Illinois,Kendall County,2012,5,118255,4.228151029554776e-05
2948,Illinois,Kendall County,2013,13,119582,0.00010871201351373952
2949,Illinois,Kendall County,2014,5,121385,4.119125097829221e-05
2950,Illinois,Kendall County,2015,5,122892,4.0686130911694824e-05
2951,Illinois,LaSalle County,2003,5,110949,4.506575093060776e-05
2952,Illinois,LaSalle County,2004,13,112135,0.00011593168948142864
2953,Illinois,LaSalle County,2005,21,112565,0.000186558877093235
2954,Illinois,LaSalle County,2006,18,113139,0.00015909633282952827
2955,Illinois,LaSalle County,2007,18,113794,0.00015818057191064556
2956,Illinois,LaSalle County,2008,15,114171,0.00013138187455658616
2957,Illinois,LaSalle County,2009,21,113999,0.00018421214221177377
2958,Illinois,LaSalle County,2010,28,113812,0.00024601975187150737
2959,Illinois,LaSalle County,2011,24,113527,0.00021140345468478864
2960,Illinois,LaSalle County,2012,21,112913,0.00018598389910816292
2961,Illinois,LaSalle County,2013,24,112419,0.00021348704400501694
2962,Illinois,LaSalle County,2014,14,111650,0.00012539184952978057
2963,Illinois,LaSalle County,2015,25,111015,0.00022519479349637436
2964,Illinois,Lake County,2003,37,668760,5.532627549494587e-05
2965,Illinois,Lake County,2004,45,677735,6.639763329324884e-05
2966,Illinois,Lake County,2005,51,684419,7.451575716045288e-05
2967,Illinois,Lake County,2006,52,689891,7.537422578349333e-05
2968,Illinois,Lake County,2007,64,692995,9.235275867791254e-05
2969,Illinois,Lake County,2008,72,697369,0.00010324519730587393
2970,Illinois,Lake County,2009,81,701042,0.00011554229275849378
2971,Illinois,Lake County,2010,90,704179,0.00012780841234970086
2972,Illinois,Lake County,2011,82,701652,0.00011686705090272671
2973,Illinois,Lake County,2012,69,702117,9.827421925405595e-05
2974,Illinois,Lake County,2013,62,704259,8.803579364977941e-05
