STNAME,CTYNAME,Year,Population
Indiana,Scott County,2013,23800
Indiana,Shelby County,2013,44455
Indiana,Spencer County,2013,20827
Indiana,Starke County,2013,23188
Indiana,Steuben County,2013,34328
Indiana,Sullivan County,2013,21174
Indiana,Switzerland County,2013,10523
Indiana,Tippecanoe County,2013,181290
Indiana,Tipton County,2013,15588
Indiana,Union County,2013,7284
Indiana,Vanderburgh County,2013,181521
Indiana,Vermillion County,2013,15858
Indiana,Vigo County,2013,108324
Indiana,Wabash County,2013,32351
Indiana,Warren County,2013,8377
Indiana,Warrick County,2013,61089
Indiana,Washington County,2013,27814
Indiana,Wayne County,2013,67839
Indiana,Wells County,2013,27733
Indiana,White County,2013,24339
Indiana,Whitley County,2013,33242
Iowa,Iowa,2013,3092224
Iowa,Adair County,2013,7436
Iowa,Adams County,2013,3892
Iowa,Allamakee County,2013,14033
Iowa,Appanoose County,2013,12633
Iowa,Audubon County,2013,5880
Iowa,Benton County,2013,25718
Iowa,Black Hawk County,2013,132716
Iowa,Boone County,2013,26363
Iowa,Bremer County,2013,24553
Iowa,Buchanan County,2013,20988
Iowa,Buena Vista County,2013,20574
Iowa,Butler County,2013,15004
Iowa,Calhoun County,2013,9913
Iowa,Carroll County,2013,20571
Iowa,Cass County,2013,13592
Iowa,Cedar County,2013,18339
Iowa,Cerro Gordo County,2013,43491
Iowa,Cherokee County,2013,11894
Iowa,Chickasaw County,2013,12222
Iowa,Clarke County,2013,9256
Iowa,Clay County,2013,16478
Iowa,Clayton County,2013,17766
Iowa,Clinton County,2013,48299
Iowa,Crawford County,2013,17391
Iowa,Dallas County,2013,74804
Iowa,Davis County,2013,8749
Iowa,Decatur County,2013,8246
Iowa,Delaware County,2013,17489
Iowa,Des Moines County,2013,40420
Iowa,Dickinson County,2013,16934
Iowa,Dubuque County,2013,95981
Iowa,Emmet County,2013,9909
Iowa,Fayette County,2013,20530
Iowa,Floyd County,2013,16060
Iowa,Franklin County,2013,10519
Iowa,Fremont County,2013,7068
Iowa,Greene County,2013,9143
Iowa,Grundy County,2013,12321
Iowa,Guthrie County,2013,10676
Iowa,Hamilton County,2013,15333
Iowa,Hancock County,2013,11055
Iowa,Hardin County,2013,17444
Iowa,Harrison County,2013,14417
Iowa,Henry County,2013,20145
Iowa,Howard County,2013,9495
Iowa,Humboldt County,2013,9675
Iowa,Ida County,2013,7131
Iowa,Iowa County,2013,16353
Iowa,Jackson County,2013,19542
Iowa,Jasper County,2013,36747
Iowa,Jefferson County,2013,17359
Iowa,Johnson County,2013,139851
Iowa,Jones County,2013,20495
Iowa,Keokuk County,2013,10306
Iowa,Kossuth County,2013,15275
Iowa,Lee County,2013,35349
Iowa,Linn County,2013,216137
Iowa,Louisa County,2013,11292
Iowa,Lucas County,2013,8712
Iowa,Lyon County,2013,11684
Iowa,Madison County,2013,15473
Iowa,Mahaska County,2013,22395
Iowa,Marion County,2013,33068
Iowa,Marshall County,2013,41085
Iowa,Mills County,2013,14854
Iowa,Mitchell County,2013,10725
Iowa,Monona County,2013,9091
Iowa,Monroe County,2013,7974
Iowa,Montgomery County,2013,10434
Iowa,Muscatine County,2013,42939
Iowa,O'Brien County,2013,14039
Iowa,Osceola County,2013,6205
Iowa,Page County,2013,15558
Iowa,Palo Alto County,2013,9164
Iowa,Plymouth County,2013,24907
Iowa,Pocahontas County,2013,7137
Iowa,Polk County,2013,451866
Iowa,Pottawattamie County,2013,92828
Iowa,Poweshiek County,2013,18641
Iowa,Ringgold County,2013,5033
Iowa,Sac County,2013,10042
Iowa,Scott County,2013,170513
Iowa,Shelby County,2013,11956
Iowa,Sioux County,2013,34529
Iowa,Story County,2013,93627
Iowa,Tama County,2013,17500
Iowa,Taylor County,2013,6198
Iowa,Union County,2013,12608
Iowa,Van Buren County,2013,7438
Iowa,Wapello County,2013,35371
Iowa,Warren County,2013,47444
Iowa,Washington County,2013,22003
Iowa,Wayne County,2013,6419
Iowa,Webster County,2013,37312
Iowa,Winnebago County,2013,10489
Iowa,Winneshiek County,2013,20872
Iowa,Woodbury County,2013,102333
Iowa,Worth County,2013,7537
Iowa,Wright County,2013,12969
Kansas,Kansas,2013,2894630
Kansas,Allen County,2013,13088
Kansas,Anderson County,2013,7842
Kansas,Atchison County,2013,16703
Kansas,Barber County,2013,4915
Kansas,Barton County,2013,27426
Kansas,Bourbon County,2013,14804
Kansas,Brown County,2013,9941
Kansas,Butler County,2013,65868
Kansas,Chase County,2013,2701
Kansas,Chautauqua County,2013,3546
Kansas,Cherokee County,2013,20903
Kansas,Cheyenne County,2013,2672
Kansas,Clark County,2013,2196
Kansas,Clay County,2013,8396
Kansas,Cloud County,2013,9355
Kansas,Coffey County,2013,8429
Kansas,Comanche County,2013,1921
Kansas,Cowley County,2013,36185
Kansas,Crawford County,2013,39343
Kansas,Decatur County,2013,2909
Kansas,Dickinson County,2013,19479
Kansas,Doniphan County,2013,7839
Kansas,Douglas County,2013,114651
Kansas,Edwards County,2013,2962
Kansas,Elk County,2013,2647
Kansas,Ellis County,2013,29055
Kansas,Ellsworth County,2013,6387
Kansas,Finney County,2013,37111
Kansas,Ford County,2013,34954
Kansas,Franklin County,2013,25778
Kansas,Geary County,2013,36935
Kansas,Gove County,2013,2758
Kansas,Graham County,2013,2594
Kansas,Grant County,2013,7840
Kansas,Gray County,2013,6001
Kansas,Greeley County,2013,1288
Kansas,Greenwood County,2013,6374
Kansas,Hamilton County,2013,2597
Kansas,Harper County,2013,5853
Kansas,Harvey County,2013,34768
Kansas,Haskell County,2013,4101
Kansas,Hodgeman County,2013,1956
Kansas,Jackson County,2013,13333
Kansas,Jefferson County,2013,18827
Kansas,Jewell County,2013,3058
Kansas,Johnson County,2013,566979
Kansas,Kearny County,2013,3921
Kansas,Kingman County,2013,7829
Kansas,Kiowa County,2013,2527
Kansas,Labette County,2013,20927
Kansas,Lane County,2013,1717
Kansas,Leavenworth County,2013,78195
Kansas,Lincoln County,2013,3137
Kansas,Linn County,2013,9519
Kansas,Logan County,2013,2786
Kansas,Lyon County,2013,33538
Kansas,McPherson County,2013,29590
Kansas,Marion County,2013,12219
Kansas,Marshall County,2013,10022
Kansas,Meade County,2013,4298
Kansas,Miami County,2013,32817
Kansas,Mitchell County,2013,6318
Kansas,Montgomery County,2013,34389
Kansas,Morris County,2013,5715
Kansas,Morton County,2013,3141
Kansas,Nemaha County,2013,10153
Kansas,Neosho County,2013,16452
Kansas,Ness County,2013,3088
Kansas,Norton County,2013,5614
Kansas,Osage County,2013,16085
Kansas,Osborne County,2013,3808
Kansas,Ottawa County,2013,6062
Kansas,Pawnee County,2013,6918
Kansas,Phillips County,2013,5549
Kansas,Pottawatomie County,2013,22624
Kansas,Pratt County,2013,9802
Kansas,Rawlins County,2013,2587
Kansas,Reno County,2013,64150
Kansas,Republic County,2013,4790
Kansas,Rice County,2013,9991
Kansas,Riley County,2013,75551
Kansas,Rooks County,2013,5179
Kansas,Rush County,2013,3178
Kansas,Russell County,2013,6954
Kansas,Saline County,2013,55758
Kansas,Scott County,2013,4924
Kansas,Sedgwick County,2013,506570
Kansas,Seward County,2013,23333
Kansas,Shawnee County,2013,178722
Kansas,Sheridan County,2013,2529
Kansas,Sherman County,2013,6080
Kansas,Smith County,2013,3707
Kansas,Stafford County,2013,4341
Kansas,Stanton County,2013,2166
Kansas,Stevens County,2013,5822
Kansas,Sumner County,2013,23608
Kansas,Thomas County,2013,7971
Kansas,Trego County,2013,2967
Kansas,Wabaunsee County,2013,7019
Kansas,Wallace County,2013,1565
Kansas,Washington County,2013,5641
Kansas,Wichita County,2013,2193
Kansas,Wilson County,2013,9090
Kansas,Woodson County,2013,3207
Kansas,Wyandotte County,2013,161009
Kentucky,Kentucky,2013,4398500
Kentucky,Adair County,2013,18858
Kentucky,Allen County,2013,20293
Kentucky,Anderson County,2013,21732
Kentucky,Ballard County,2013,8270
Kentucky,Barren County,2013,42982
Kentucky,Bath County,2013,11995
Kentucky,Bell County,2013,27912
Kentucky,Boone County,2013,124383
Kentucky,Bourbon County,2013,19960
Kentucky,Boyd County,2013,48904
Kentucky,Boyle County,2013,29610
Kentucky,Bracken County,2013,8440
Kentucky,Breathitt County,2013,13569
Kentucky,Breckinridge County,2013,20040
Kentucky,Bullitt County,2013,76842
Kentucky,Butler County,2013,12802
Kentucky,Caldwell County,2013,12794
Kentucky,Calloway County,2013,38258
Kentucky,Campbell County,2013,91214
Kentucky,Carlisle County,2013,4980
Kentucky,Carroll County,2013,10857
Kentucky,Carter County,2013,27370
Kentucky,Casey County,2013,16089
Kentucky,Christian County,2013,74284
Kentucky,Clark County,2013,35599
Kentucky,Clay County,2013,21226
Kentucky,Clinton County,2013,10164
Kentucky,Crittenden County,2013,9207
Kentucky,Cumberland County,2013,6802
Kentucky,Daviess County,2013,98244
Kentucky,Edmonson County,2013,12083
Kentucky,Elliott County,2013,7668
Kentucky,Estill County,2013,14450
Kentucky,Fayette County,2013,308829
Kentucky,Fleming County,2013,14544
Kentucky,Floyd County,2013,38463
Kentucky,Franklin County,2013,49611
Kentucky,Fulton County,2013,6370
Kentucky,Gallatin County,2013,8506
Kentucky,Garrard County,2013,16932
Kentucky,Grant County,2013,24542
Kentucky,Graves County,2013,37384
Kentucky,Grayson County,2013,26005
Kentucky,Green County,2013,11167
Kentucky,Greenup County,2013,36481
Kentucky,Hancock County,2013,8669
Kentucky,Hardin County,2013,108188
Kentucky,Harlan County,2013,28473
Kentucky,Harrison County,2013,18550
Kentucky,Hart County,2013,18482
Kentucky,Henderson County,2013,46347
Kentucky,Henry County,2013,15403
Kentucky,Hickman County,2013,4721
Kentucky,Hopkins County,2013,46517
Kentucky,Jackson County,2013,13403
Kentucky,Jefferson County,2013,757516
Kentucky,Jessamine County,2013,50188
Kentucky,Johnson County,2013,23474
Kentucky,Kenton County,2013,163494
Kentucky,Knott County,2013,16045
Kentucky,Knox County,2013,31829
Kentucky,Larue County,2013,14065
Kentucky,Laurel County,2013,59712
Kentucky,Lawrence County,2013,15835
Kentucky,Lee County,2013,6833
Kentucky,Leslie County,2013,10985
Kentucky,Letcher County,2013,23516
Kentucky,Lewis County,2013,13767
Kentucky,Lincoln County,2013,24433
Kentucky,Livingston County,2013,9352
Kentucky,Logan County,2013,26964
Kentucky,Lyon County,2013,8449
Kentucky,McCracken County,2013,65333
Kentucky,McCreary County,2013,17919
Kentucky,McLean County,2013,9495
Kentucky,Madison County,2013,85523
Kentucky,Magoffin County,2013,12911
Kentucky,Marion County,2013,19993
Kentucky,Marshall County,2013,31210
Kentucky,Martin County,2013,12680
Kentucky,Mason County,2013,17282
Kentucky,Meade County,2013,29320
Kentucky,Menifee County,2013,6331
Kentucky,Mercer County,2013,21299
Kentucky,Metcalfe County,2013,9962
Kentucky,Monroe County,2013,10705
Kentucky,Montgomery County,2013,27240
Kentucky,Morgan County,2013,13341
Kentucky,Muhlenberg County,2013,31261
Kentucky,Nelson County,2013,44500
Kentucky,Nicholas County,2013,7030
Kentucky,Ohio County,2013,24019
Kentucky,Oldham County,2013,63161
Kentucky,Owen County,2013,10615
Kentucky,Owsley County,2013,4600
Kentucky,Pendleton County,2013,14549
Kentucky,Perry County,2013,28013
Kentucky,Pike County,2013,63602
Kentucky,Powell County,2013,12483
Kentucky,Pulaski County,2013,63694
Kentucky,Robertson County,2013,2214
Kentucky,Rockcastle County,2013,16744
Kentucky,Rowan County,2013,23539
Kentucky,Russell County,2013,17704
Kentucky,Scott County,2013,50050
Kentucky,Shelby County,2013,44286
Kentucky,Simpson County,2013,17747
Kentucky,Spencer County,2013,17551
Kentucky,Taylor County,2013,24894
Kentucky,Todd County,2013,12491
Kentucky,Trigg County,2013,14292
Kentucky,Trimble County,2013,8799
Kentucky,Union County,2013,15103
Kentucky,Warren County,2013,118844
Kentucky,Washington County,2013,11883
Kentucky,Wayne County,2013,20675
Kentucky,Webster County,2013,13381
Kentucky,Whitley County,2013,35779
Kentucky,Wolfe County,2013,7260
Kentucky,Woodford County,2013,25268
Louisiana,Louisiana,2013,4627491
Louisiana,Acadia Parish,2013,62125
Louisiana,Allen Parish,2013,25603
Louisiana,Ascension Parish,2013,114581
Louisiana,Assumption Parish,2013,23182
Louisiana,Avoyelles Parish,2013,41291
Louisiana,Beauregard Parish,2013,36247
Louisiana,Bienville Parish,2013,13942
Louisiana,Bossier Parish,2013,123883
Louisiana,Caddo Parish,2013,255198
Louisiana,Calcasieu Parish,2013,195493
Louisiana,Caldwell Parish,2013,9935
Louisiana,Cameron Parish,2013,6689
Louisiana,Catahoula Parish,2013,10292
Louisiana,Claiborne Parish,2013,16686
Louisiana,Concordia Parish,2013,20445
Louisiana,De Soto Parish,2013,27016
Louisiana,East Baton Rouge Parish,2013,445129
Louisiana,East Carroll Parish,2013,7503
Louisiana,East Feliciana Parish,2013,19660
Louisiana,Evangeline Parish,2013,33791
Louisiana,Franklin Parish,2013,20522
Louisiana,Grant Parish,2013,22336
Louisiana,Iberia Parish,2013,74075
Louisiana,Iberville Parish,2013,33326
Louisiana,Jackson Parish,2013,16119
Louisiana,Jefferson Parish,2013,435217
Louisiana,Jefferson Davis Parish,2013,31286
Louisiana,Lafayette Parish,2013,231466
Louisiana,Lafourche Parish,2013,97155
Louisiana,LaSalle Parish,2013,14826
Louisiana,Lincoln Parish,2013,47390
Louisiana,Livingston Parish,2013,134171
Louisiana,Madison Parish,2013,11896
Louisiana,Morehouse Parish,2013,26996
Louisiana,Natchitoches Parish,2013,39213
Louisiana,Orleans Parish,2013,378921
Louisiana,Ouachita Parish,2013,156054
Louisiana,Plaquemines Parish,2013,23585
Louisiana,Pointe Coupee Parish,2013,22397
Louisiana,Rapides Parish,2013,132449
Louisiana,Red River Parish,2013,8867
Louisiana,Richland Parish,2013,20875
Louisiana,Sabine Parish,2013,24206
Louisiana,St. Bernard Parish,2013,43409
Louisiana,St. Charles Parish,2013,52657
Louisiana,St. Helena Parish,2013,10845
Louisiana,St. James Parish,2013,21631
Louisiana,St. John the Baptist Parish,2013,43618
Louisiana,St. Landry Parish,2013,83517
Louisiana,St. Martin Parish,2013,52935
Louisiana,St. Mary Parish,2013,53517
Louisiana,St. Tammany Parish,2013,242470
Louisiana,Tangipahoa Parish,2013,125413
Louisiana,Tensas Parish,2013,4878
Louisiana,Terrebonne Parish,2013,112756
Louisiana,Union Parish,2013,22412
Louisiana,Vermilion Parish,2013,59280
Louisiana,Vernon Parish,2013,52886
Louisiana,Washington Parish,2013,46349
Louisiana,Webster Parish,2013,40657
Louisiana,West Baton Rouge Parish,2013,24572
Louisiana,West Carroll Parish,2013,11448
Louisiana,West Feliciana Parish,2013,15425
Louisiana,Winn Parish,2013,14777
Maine,Maine,2013,1328778
Maine,Androscoggin County,2013,107365
Maine,Aroostook County,2013,69971
Maine,Cumberland County,2013,285882
Maine,Franklin County,2013,30464
Maine,Hancock County,2013,54800
Maine,Kennebec County,2013,121114
Maine,Knox County,2013,39635
Maine,Lincoln County,2013,34171
Maine,Oxford County,2013,57326
Maine,Penobscot County,2013,153527
Maine,Piscataquis County,2013,17183
Maine,Sagadahoc County,2013,35033
Maine,Somerset County,2013,51727
Maine,Waldo County,2013,38970
Maine,Washington County,2013,32235
Maine,York County,2013,199375
Maryland,Maryland,2013,5936040
Maryland,Allegany County,2013,73637
Maryland,Anne Arundel County,2013,556134
Maryland,Baltimore County,2013,824130
Maryland,Calvert County,2013,90458
Maryland,Caroline County,2013,32639
Maryland,Carroll County,2013,167460
Maryland,Cecil County,2013,101871
Maryland,Charles County,2013,152904
Maryland,Dorchester County,2013,32587
Maryland,Frederick County,2013,241159
Maryland,Garrett County,2013,29950
Maryland,Harford County,2013,249240
Maryland,Howard County,2013,304850
Maryland,Kent County,2013,19814
Maryland,Montgomery County,2013,1019164
Maryland,Prince George's County,2013,892941
Maryland,Queen Anne's County,2013,48507
Maryland,St. Mary's County,2013,109510
Maryland,Somerset County,2013,26057
Maryland,Talbot County,2013,37900
Maryland,Washington County,2013,149321
Maryland,Wicomico County,2013,101087
Maryland,Worcester County,2013,51505
Maryland,Baltimore city,2013,623215
Massachusetts,Massachusetts,2013,6708810
Massachusetts,Barnstable County,2013,214685
Massachusetts,Berkshire County,2013,129345
Massachusetts,Bristol County,2013,552184
Massachusetts,Dukes County,2013,17155
Massachusetts,Essex County,2013,764154
Massachusetts,Franklin County,2013,71080
Massachusetts,Hampden County,2013,467524
Massachusetts,Hampshire County,2013,160856
Massachusetts,Middlesex County,2013,1558294
Massachusetts,Nantucket County,2013,10561
Massachusetts,Norfolk County,2013,688826
Massachusetts,Plymouth County,2013,503236
Massachusetts,Suffolk County,2013,760364
Massachusetts,Worcester County,2013,810546
Michigan,Michigan,2013,9900506
Michigan,Alcona County,2013,10572
Michigan,Alger County,2013,9497
Michigan,Allegan County,2013,112391
Michigan,Alpena County,2013,29026
Michigan,Antrim County,2013,23220
Michigan,Arenac County,2013,15419
Michigan,Baraga County,2013,8691
Michigan,Barry County,2013,59140
Michigan,Bay County,2013,106958
Michigan,Benzie County,2013,17398
Michigan,Berrien County,2013,155363
Michigan,Branch County,2013,43531
Michigan,Calhoun County,2013,134772
Michigan,Cass County,2013,51834
Michigan,Charlevoix County,2013,26180
Michigan,Cheboygan County,2013,25618
Michigan,Chippewa County,2013,38674
Michigan,Clare County,2013,30578
Michigan,Clinton County,2013,77111
Michigan,Crawford County,2013,13906
Michigan,Delta County,2013,36838
Michigan,Dickinson County,2013,26038
Michigan,Eaton County,2013,108292
Michigan,Emmet County,2013,33064
Michigan,Genesee County,2013,415695
Michigan,Gladwin County,2013,25534
Michigan,Gogebic County,2013,15856
Michigan,Grand Traverse County,2013,89979
Michigan,Gratiot County,2013,42033
Michigan,Hillsdale County,2013,46129
Michigan,Houghton County,2013,36707
Michigan,Huron County,2013,32266
Michigan,Ingham County,2013,282684
Michigan,Ionia County,2013,64021
Michigan,Iosco County,2013,25354
Michigan,Iron County,2013,11508
Michigan,Isabella County,2013,70542
Michigan,Jackson County,2013,159858
Michigan,Kalamazoo County,2013,257162
Michigan,Kalkaska County,2013,17281
Michigan,Kent County,2013,623221
Michigan,Keweenaw County,2013,2176
Michigan,Lake County,2013,11394
Michigan,Lapeer County,2013,88305
Michigan,Leelanau County,2013,21711
Michigan,Lenawee County,2013,98806
Michigan,Livingston County,2013,184483
Michigan,Luce County,2013,6523
Michigan,Mackinac County,2013,11062
Michigan,Macomb County,2013,855674
Michigan,Manistee County,2013,24446
Michigan,Marquette County,2013,67757
Michigan,Mason County,2013,28659
Michigan,Mecosta County,2013,43270
Michigan,Menominee County,2013,23755
Michigan,Midland County,2013,83588
Michigan,Missaukee County,2013,15080
Michigan,Monroe County,2013,150253
Michigan,Montcalm County,2013,62850
Michigan,Montmorency County,2013,9364
Michigan,Muskegon County,2013,172213
Michigan,Newaygo County,2013,47943
Michigan,Oakland County,2013,1232713
Michigan,Oceana County,2013,26200
Michigan,Ogemaw County,2013,21204
Michigan,Ontonagon County,2013,6305
Michigan,Osceola County,2013,23253
Michigan,Oscoda County,2013,8376
Michigan,Otsego County,2013,24123
Michigan,Ottawa County,2013,273080
Michigan,Presque Isle County,2013,13050
Michigan,Roscommon County,2013,23967
Michigan,Saginaw County,2013,196764
Michigan,St. Clair County,2013,160193
Michigan,St. Joseph County,2013,60940
Michigan,Sanilac County,2013,41898
Michigan,Schoolcraft County,2013,8252
Michigan,Shiawassee County,2013,68842
Michigan,Tuscola County,2013,54222
Michigan,Van Buren County,2013,75331
Michigan,Washtenaw County,2013,354289
Michigan,Wayne County,2013,1775713
Michigan,Wexford County,2013,32538
Minnesota,Minnesota,2013,5420541
Minnesota,Aitkin County,2013,15745
Minnesota,Anoka County,2013,339027
Minnesota,Becker County,2013,33214
Minnesota,Beltrami County,2013,45550
Minnesota,Benton County,2013,39231
Minnesota,Big Stone County,2013,5114
Minnesota,Blue Earth County,2013,64923
Minnesota,Brown County,2013,25280
Minnesota,Carlton County,2013,35368
Minnesota,Carver County,2013,95671
Minnesota,Cass County,2013,28521
Minnesota,Chippewa County,2013,12099
Minnesota,Chisago County,2013,53728
Minnesota,Clay County,2013,60606
Minnesota,Clearwater County,2013,8779
Minnesota,Cook County,2013,5168
Minnesota,Cottonwood County,2013,11637
Minnesota,Crow Wing County,2013,63075
Minnesota,Dakota County,2013,408508
Minnesota,Dodge County,2013,20311
Minnesota,Douglas County,2013,36545
Minnesota,Faribault County,2013,14170
Minnesota,Fillmore County,2013,20817
Minnesota,Freeborn County,2013,30946
Minnesota,Goodhue County,2013,46395
Minnesota,Grant County,2013,5985
Minnesota,Hennepin County,2013,1199581
Minnesota,Houston County,2013,18814
Minnesota,Hubbard County,2013,20690
Minnesota,Isanti County,2013,38175
Minnesota,Itasca County,2013,45456
Minnesota,Jackson County,2013,10254
Minnesota,Kanabec County,2013,16017
Minnesota,Kandiyohi County,2013,42512
Minnesota,Kittson County,2013,4491
Minnesota,Koochiching County,2013,13117
Minnesota,Lac qui Parle County,2013,7006
Minnesota,Lake County,2013,10790
Minnesota,Lake of the Woods County,2013,3928
Minnesota,Le Sueur County,2013,27664
Minnesota,Lincoln County,2013,5804
Minnesota,Lyon County,2013,25593
Minnesota,McLeod County,2013,35980
Minnesota,Mahnomen County,2013,5485
Minnesota,Marshall County,2013,9453
Minnesota,Martin County,2013,20423
Minnesota,Meeker County,2013,23104
Minnesota,Mille Lacs County,2013,25842
Minnesota,Morrison County,2013,32862
Minnesota,Mower County,2013,39208
Minnesota,Murray County,2013,8541
Minnesota,Nicollet County,2013,32915
Minnesota,Nobles County,2013,21744
Minnesota,Norman County,2013,6659
Minnesota,Olmsted County,2013,149070
Minnesota,Otter Tail County,2013,57579
Minnesota,Pennington County,2013,14114
Minnesota,Pine County,2013,29077
Minnesota,Pipestone County,2013,9288
Minnesota,Polk County,2013,31658
Minnesota,Pope County,2013,10914
Minnesota,Ramsey County,2013,528056
Minnesota,Red Lake County,2013,4051
Minnesota,Redwood County,2013,15702
Minnesota,Renville County,2013,15140
Minnesota,Rice County,2013,64813
Minnesota,Rock County,2013,9516
Minnesota,Roseau County,2013,15532
Minnesota,St. Louis County,2013,200581
Minnesota,Scott County,2013,137533
Minnesota,Sherburne County,2013,90251
Minnesota,Sibley County,2013,15040
Minnesota,Stearns County,2013,152165
Minnesota,Steele County,2013,36402
Minnesota,Stevens County,2013,9758
Minnesota,Swift County,2013,9543
Minnesota,Todd County,2013,24429
Minnesota,Traverse County,2013,3410
Minnesota,Wabasha County,2013,21422
Minnesota,Wadena County,2013,13770
Minnesota,Waseca County,2013,19071
Minnesota,Washington County,2013,246686
Minnesota,Watonwan County,2013,11051
Minnesota,Wilkin County,2013,6540
Minnesota,Winona County,2013,51341
Minnesota,Wright County,2013,128402
Minnesota,Yellow Medicine County,2013,10115
Mississippi,Mississippi,2013,2990976
Mississippi,Adams County,2013,32125
Mississippi,Alcorn County,2013,37324
Mississippi,Amite County,2013,12874
Mississippi,Attala County,2013,19300
Mississippi,Benton County,2013,8503
Mississippi,Bolivar County,2013,34014
Mississippi,Calhoun County,2013,14732
Mississippi,Carroll County,2013,10340
Mississippi,Chickasaw County,2013,17342
Mississippi,Choctaw County,2013,8400
Mississippi,Claiborne County,2013,9170
Mississippi,Clarke County,2013,16374
Mississippi,Clay County,2013,20336
Mississippi,Coahoma County,2013,25195
Mississippi,Copiah County,2013,28810
Mississippi,Covington County,2013,19390
Mississippi,DeSoto County,2013,168438
Mississippi,Forrest County,2013,76766
Mississippi,Franklin County,2013,7883
Mississippi,George County,2013,23161
Mississippi,Greene County,2013,14237
Mississippi,Grenada County,2013,21540
Mississippi,Hancock County,2013,45592
Mississippi,Harrison County,2013,196533
Mississippi,Hinds County,2013,245570
Mississippi,Holmes County,2013,18762
Mississippi,Humphreys County,2013,8949
Mississippi,Issaquena County,2013,1413
Mississippi,Itawamba County,2013,23448
Mississippi,Jackson County,2013,140433
Mississippi,Jasper County,2013,16481
Mississippi,Jefferson County,2013,7627
Mississippi,Jefferson Davis County,2013,11950
Mississippi,Jones County,2013,68810
Mississippi,Kemper County,2013,10264
Mississippi,Lafayette County,2013,51676
Mississippi,Lamar County,2013,58877
Mississippi,Lauderdale County,2013,80328
Mississippi,Lawrence County,2013,12506
Mississippi,Leake County,2013,23303
Mississippi,Lee County,2013,85387
Mississippi,Leflore County,2013,31542
Mississippi,Lincoln County,2013,34732
Mississippi,Lowndes County,2013,59843
Mississippi,Madison County,2013,100248
Mississippi,Marion County,2013,26116
Mississippi,Marshall County,2013,36497
Mississippi,Monroe County,2013,36105
Mississippi,Montgomery County,2013,10525
Mississippi,Neshoba County,2013,29454
Mississippi,Newton County,2013,21668
Mississippi,Noxubee County,2013,11059
Mississippi,Oktibbeha County,2013,49275
Mississippi,Panola County,2013,34398
Mississippi,Pearl River County,2013,54932
Mississippi,Perry County,2013,12117
Mississippi,Pike County,2013,39974
Mississippi,Pontotoc County,2013,30694
Mississippi,Prentiss County,2013,25409
Mississippi,Quitman County,2013,7819
Mississippi,Rankin County,2013,147089
Mississippi,Scott County,2013,28214
Mississippi,Sharkey County,2013,4668
Mississippi,Simpson County,2013,27507
Mississippi,Smith County,2013,16203
Mississippi,Stone County,2013,17961
Mississippi,Sunflower County,2013,28003
Mississippi,Tallahatchie County,2013,15021
Mississippi,Tate County,2013,28347
Mississippi,Tippah County,2013,22055
Mississippi,Tishomingo County,2013,19478
Mississippi,Tunica County,2013,10474
Mississippi,Union County,2013,27772
Mississippi,Walthall County,2013,14887
Mississippi,Warren County,2013,48274
Mississippi,Washington County,2013,49721
Mississippi,Wayne County,2013,20478
Mississippi,Webster County,2013,9939
Mississippi,Wilkinson County,2013,9348
Mississippi,Winston County,2013,18709
Mississippi,Yalobusha County,2013,12332
Mississippi,Yazoo County,2013,27926
Missouri,Missouri,2013,6043708
Missouri,Adair County,2013,25653
Missouri,Andrew County,2013,17368
Missouri,Atchison County,2013,5421
Missouri,Audrain County,2013,25654
Missouri,Barry County,2013,35714
Missouri,Barton County,2013,12218
Missouri,Bates County,2013,16491
Missouri,Benton County,2013,18866
Missouri,Bollinger County,2013,12439
Missouri,Boone County,2013,171126
Missouri,Buchanan County,2013,89758
Missouri,Butler County,2013,42932
Missouri,Caldwell County,2013,9064
Missouri,Callaway County,2013,44499
Missouri,Camden County,2013,43853
Missouri,Cape Girardeau County,2013,77566
Missouri,Carroll County,2013,9106
Missouri,Carter County,2013,6313
Missouri,Cass County,2013,100826
Missouri,Cedar County,2013,13929
Missouri,Chariton County,2013,7621
Missouri,Christian County,2013,80763
Missouri,Clark County,2013,6905
Missouri,Clay County,2013,230362
Missouri,Clinton County,2013,20490
Missouri,Cole County,2013,76618
Missouri,Cooper County,2013,17638
Missouri,Crawford County,2013,24535
Missouri,Dade County,2013,7550
Missouri,Dallas County,2013,16498
Missouri,Daviess County,2013,8267
Missouri,DeKalb County,2013,12749
Missouri,Dent County,2013,15691
Missouri,Douglas County,2013,13457
Missouri,Dunklin County,2013,31676
Missouri,Franklin County,2013,101739
Missouri,Gasconade County,2013,14896
Missouri,Gentry County,2013,6783
Missouri,Greene County,2013,283987
Missouri,Grundy County,2013,10373
Missouri,Harrison County,2013,8720
Missouri,Henry County,2013,22064
Missouri,Hickory County,2013,9272
Missouri,Holt County,2013,4578
Missouri,Howard County,2013,10238
Missouri,Howell County,2013,40220
Missouri,Iron County,2013,10330
Missouri,Jackson County,2013,680290
Missouri,Jasper County,2013,116481
Missouri,Jefferson County,2013,221263
Missouri,Johnson County,2013,54491
Missouri,Knox County,2013,4067
Missouri,Laclede County,2013,35630
Missouri,Lafayette County,2013,32872
Missouri,Lawrence County,2013,38134
Missouri,Lewis County,2013,10132
Missouri,Lincoln County,2013,53854
Missouri,Linn County,2013,12326
