Notes	State	State Code	County	County Code	Yearly July 1st Estimates	Yearly July 1st Estimates Code	Population
	Colorado	08	Moffat County, CO	08081	2006	2006	13115
	Colorado	08	Moffat County, CO	08081	2007	2007	13348
	Colorado	08	Moffat County, CO	08081	2008	2008	13585
	Colorado	08	Moffat County, CO	08081	2009	2009	13728
	Colorado	08	Moffat County, CO	08081	2010	2010	13795
	Colorado	08	Moffat County, CO	08081	2011	2011	13424
	Colorado	08	Moffat County, CO	08081	2012	2012	13172
	Colorado	08	Moffat County, CO	08081	2013	2013	13129
	Colorado	08	Moffat County, CO	08081	2014	2014	12941
	Colorado	08	Moffat County, CO	08081	2015	2015	12946
	Colorado	08	Montezuma County, CO	08083	2003	2003	24255
	Colorado	08	Montezuma County, CO	08083	2004	2004	24456
	Colorado	08	Montezuma County, CO	08083	2005	2005	24514
	Colorado	08	Montezuma County, CO	08083	2006	2006	24968
	Colorado	08	Montezuma County, CO	08083	2007	2007	25157
	Colorado	08	Montezuma County, CO	08083	2008	2008	25222
	Colorado	08	Montezuma County, CO	08083	2009	2009	25507
	Colorado	08	Montezuma County, CO	08083	2010	2010	25576
	Colorado	08	Montezuma County, CO	08083	2011	2011	25489
	Colorado	08	Montezuma County, CO	08083	2012	2012	25497
	Colorado	08	Montezuma County, CO	08083	2013	2013	25575
	Colorado	08	Montezuma County, CO	08083	2014	2014	25551
	Colorado	08	Montezuma County, CO	08083	2015	2015	25763
	Colorado	08	Montrose County, CO	08085	2003	2003	35767
	Colorado	08	Montrose County, CO	08085	2004	2004	36310
	Colorado	08	Montrose County, CO	08085	2005	2005	37227
	Colorado	08	Montrose County, CO	08085	2006	2006	38282
	Colorado	08	Montrose County, CO	08085	2007	2007	39673
	Colorado	08	Montrose County, CO	08085	2008	2008	40658
	Colorado	08	Montrose County, CO	08085	2009	2009	41535
	Colorado	08	Montrose County, CO	08085	2010	2010	41182
	Colorado	08	Montrose County, CO	08085	2011	2011	40980
	Colorado	08	Montrose County, CO	08085	2012	2012	40675
	Colorado	08	Montrose County, CO	08085	2013	2013	40584
	Colorado	08	Montrose County, CO	08085	2014	2014	40622
	Colorado	08	Montrose County, CO	08085	2015	2015	40609
	Colorado	08	Morgan County, CO	08087	2003	2003	27736
	Colorado	08	Morgan County, CO	08087	2004	2004	27736
	Colorado	08	Morgan County, CO	08087	2005	2005	27727
	Colorado	08	Morgan County, CO	08087	2006	2006	27816
	Colorado	08	Morgan County, CO	08087	2007	2007	27745
	Colorado	08	Morgan County, CO	08087	2008	2008	27701
	Colorado	08	Morgan County, CO	08087	2009	2009	28099
	Colorado	08	Morgan County, CO	08087	2010	2010	28243
	Colorado	08	Morgan County, CO	08087	2011	2011	28450
	Colorado	08	Morgan County, CO	08087	2012	2012	28243
	Colorado	08	Morgan County, CO	08087	2013	2013	28217
	Colorado	08	Morgan County, CO	08087	2014	2014	28098
	Colorado	08	Morgan County, CO	08087	2015	2015	28245
	Colorado	08	Otero County, CO	08089	2003	2003	19585
	Colorado	08	Otero County, CO	08089	2004	2004	19436
	Colorado	08	Otero County, CO	08089	2005	2005	19247
	Colorado	08	Otero County, CO	08089	2006	2006	19042
	Colorado	08	Otero County, CO	08089	2007	2007	18783
	Colorado	08	Otero County, CO	08089	2008	2008	18726
	Colorado	08	Otero County, CO	08089	2009	2009	18743
	Colorado	08	Otero County, CO	08089	2010	2010	18857
	Colorado	08	Otero County, CO	08089	2011	2011	18837
	Colorado	08	Otero County, CO	08089	2012	2012	18631
	Colorado	08	Otero County, CO	08089	2013	2013	18449
	Colorado	08	Otero County, CO	08089	2014	2014	18334
	Colorado	08	Otero County, CO	08089	2015	2015	18182
	Colorado	08	Ouray County, CO	08091	2003	2003	3880
	Colorado	08	Ouray County, CO	08091	2004	2004	4003
	Colorado	08	Ouray County, CO	08091	2005	2005	4055
	Colorado	08	Ouray County, CO	08091	2006	2006	4090
	Colorado	08	Ouray County, CO	08091	2007	2007	4250
	Colorado	08	Ouray County, CO	08091	2008	2008	4405
	Colorado	08	Ouray County, CO	08091	2009	2009	4395
	Colorado	08	Ouray County, CO	08091	2010	2010	4457
	Colorado	08	Ouray County, CO	08091	2011	2011	4424
	Colorado	08	Ouray County, CO	08091	2012	2012	4508
	Colorado	08	Ouray County, CO	08091	2013	2013	4554
	Colorado	08	Ouray County, CO	08091	2014	2014	4576
	Colorado	08	Ouray County, CO	08091	2015	2015	4611
	Colorado	08	Park County, CO	08093	2003	2003	16024
	Colorado	08	Park County, CO	08093	2004	2004	16130
	Colorado	08	Park County, CO	08093	2005	2005	16204
	Colorado	08	Park County, CO	08093	2006	2006	16230
	Colorado	08	Park County, CO	08093	2007	2007	16445
	Colorado	08	Park County, CO	08093	2008	2008	16394
	Colorado	08	Park County, CO	08093	2009	2009	16098
	Colorado	08	Park County, CO	08093	2010	2010	16278
	Colorado	08	Park County, CO	08093	2011	2011	16060
	Colorado	08	Park County, CO	08093	2012	2012	16052
	Colorado	08	Park County, CO	08093	2013	2013	16190
	Colorado	08	Park County, CO	08093	2014	2014	16392
	Colorado	08	Park County, CO	08093	2015	2015	16739
	Colorado	08	Phillips County, CO	08095	2003	2003	4415
	Colorado	08	Phillips County, CO	08095	2004	2004	4475
	Colorado	08	Phillips County, CO	08095	2005	2005	4467
	Colorado	08	Phillips County, CO	08095	2006	2006	4414
	Colorado	08	Phillips County, CO	08095	2007	2007	4378
	Colorado	08	Phillips County, CO	08095	2008	2008	4349
	Colorado	08	Phillips County, CO	08095	2009	2009	4359
	Colorado	08	Phillips County, CO	08095	2010	2010	4471
	Colorado	08	Phillips County, CO	08095	2011	2011	4402
	Colorado	08	Phillips County, CO	08095	2012	2012	4417
	Colorado	08	Phillips County, CO	08095	2013	2013	4384
	Colorado	08	Phillips County, CO	08095	2014	2014	4394
	Colorado	08	Phillips County, CO	08095	2015	2015	4328
	Colorado	08	Pitkin County, CO	08097	2003	2003	15217
	Colorado	08	Pitkin County, CO	08097	2004	2004	15220
	Colorado	08	Pitkin County, CO	08097	2005	2005	15399
	Colorado	08	Pitkin County, CO	08097	2006	2006	15504
	Colorado	08	Pitkin County, CO	08097	2007	2007	15814
	Colorado	08	Pitkin County, CO	08097	2008	2008	16454
	Colorado	08	Pitkin County, CO	08097	2009	2009	17008
	Colorado	08	Pitkin County, CO	08097	2010	2010	17156
	Colorado	08	Pitkin County, CO	08097	2011	2011	17177
	Colorado	08	Pitkin County, CO	08097	2012	2012	17303
	Colorado	08	Pitkin County, CO	08097	2013	2013	17474
	Colorado	08	Pitkin County, CO	08097	2014	2014	17730
	Colorado	08	Pitkin County, CO	08097	2015	2015	17962
	Colorado	08	Prowers County, CO	08099	2003	2003	13853
	Colorado	08	Prowers County, CO	08099	2004	2004	13613
	Colorado	08	Prowers County, CO	08099	2005	2005	13480
	Colorado	08	Prowers County, CO	08099	2006	2006	13130
	Colorado	08	Prowers County, CO	08099	2007	2007	12736
	Colorado	08	Prowers County, CO	08099	2008	2008	12663
	Colorado	08	Prowers County, CO	08099	2009	2009	12593
	Colorado	08	Prowers County, CO	08099	2010	2010	12546
	Colorado	08	Prowers County, CO	08099	2011	2011	12500
	Colorado	08	Prowers County, CO	08099	2012	2012	12422
	Colorado	08	Prowers County, CO	08099	2013	2013	12319
	Colorado	08	Prowers County, CO	08099	2014	2014	12064
	Colorado	08	Prowers County, CO	08099	2015	2015	11937
	Colorado	08	Pueblo County, CO	08101	2003	2003	147907
	Colorado	08	Pueblo County, CO	08101	2004	2004	148654
	Colorado	08	Pueblo County, CO	08101	2005	2005	149825
	Colorado	08	Pueblo County, CO	08101	2006	2006	152026
	Colorado	08	Pueblo County, CO	08101	2007	2007	155121
	Colorado	08	Pueblo County, CO	08101	2008	2008	156748
	Colorado	08	Pueblo County, CO	08101	2009	2009	157846
	Colorado	08	Pueblo County, CO	08101	2010	2010	159401
	Colorado	08	Pueblo County, CO	08101	2011	2011	160208
	Colorado	08	Pueblo County, CO	08101	2012	2012	160763
	Colorado	08	Pueblo County, CO	08101	2013	2013	161096
	Colorado	08	Pueblo County, CO	08101	2014	2014	161434
	Colorado	08	Pueblo County, CO	08101	2015	2015	163101
	Colorado	08	Rio Blanco County, CO	08103	2003	2003	5923
	Colorado	08	Rio Blanco County, CO	08103	2004	2004	6007
	Colorado	08	Rio Blanco County, CO	08103	2005	2005	5945
	Colorado	08	Rio Blanco County, CO	08103	2006	2006	6176
	Colorado	08	Rio Blanco County, CO	08103	2007	2007	6373
	Colorado	08	Rio Blanco County, CO	08103	2008	2008	6522
	Colorado	08	Rio Blanco County, CO	08103	2009	2009	6779
	Colorado	08	Rio Blanco County, CO	08103	2010	2010	6623
	Colorado	08	Rio Blanco County, CO	08103	2011	2011	6751
	Colorado	08	Rio Blanco County, CO	08103	2012	2012	6763
	Colorado	08	Rio Blanco County, CO	08103	2013	2013	6699
	Colorado	08	Rio Blanco County, CO	08103	2014	2014	6604
	Colorado	08	Rio Blanco County, CO	08103	2015	2015	6487
	Colorado	08	Rio Grande County, CO	08105	2003	2003	12296
	Colorado	08	Rio Grande County, CO	08105	2004	2004	12328
	Colorado	08	Rio Grande County, CO	08105	2005	2005	12208
	Colorado	08	Rio Grande County, CO	08105	2006	2006	12033
	Colorado	08	Rio Grande County, CO	08105	2007	2007	11852
	Colorado	08	Rio Grande County, CO	08105	2008	2008	11860
	Colorado	08	Rio Grande County, CO	08105	2009	2009	11872
	Colorado	08	Rio Grande County, CO	08105	2010	2010	12022
	Colorado	08	Rio Grande County, CO	08105	2011	2011	11914
	Colorado	08	Rio Grande County, CO	08105	2012	2012	11867
	Colorado	08	Rio Grande County, CO	08105	2013	2013	11674
	Colorado	08	Rio Grande County, CO	08105	2014	2014	11505
	Colorado	08	Rio Grande County, CO	08105	2015	2015	11355
	Colorado	08	Routt County, CO	08107	2003	2003	20893
	Colorado	08	Routt County, CO	08107	2004	2004	21162
	Colorado	08	Routt County, CO	08107	2005	2005	21398
	Colorado	08	Routt County, CO	08107	2006	2006	21859
	Colorado	08	Routt County, CO	08107	2007	2007	22491
	Colorado	08	Routt County, CO	08107	2008	2008	23135
	Colorado	08	Routt County, CO	08107	2009	2009	23688
	Colorado	08	Routt County, CO	08107	2010	2010	23434
	Colorado	08	Routt County, CO	08107	2011	2011	23256
	Colorado	08	Routt County, CO	08107	2012	2012	23283
	Colorado	08	Routt County, CO	08107	2013	2013	23610
	Colorado	08	Routt County, CO	08107	2014	2014	24085
	Colorado	08	Routt County, CO	08107	2015	2015	24388
	Colorado	08	Saguache County, CO	08109	2003	2003	6262
	Colorado	08	Saguache County, CO	08109	2004	2004	6365
	Colorado	08	Saguache County, CO	08109	2005	2005	6296
	Colorado	08	Saguache County, CO	08109	2006	2006	6223
	Colorado	08	Saguache County, CO	08109	2007	2007	6148
	Colorado	08	Saguache County, CO	08109	2008	2008	6179
	Colorado	08	Saguache County, CO	08109	2009	2009	6134
	Colorado	08	Saguache County, CO	08109	2010	2010	6135
	Colorado	08	Saguache County, CO	08109	2011	2011	6187
	Colorado	08	Saguache County, CO	08109	2012	2012	6331
	Colorado	08	Saguache County, CO	08109	2013	2013	6240
	Colorado	08	Saguache County, CO	08109	2014	2014	6195
	Colorado	08	Saguache County, CO	08109	2015	2015	6250
	Colorado	08	San Juan County, CO	08111	2003	2003	610
	Colorado	08	San Juan County, CO	08111	2004	2004	631
	Colorado	08	San Juan County, CO	08111	2005	2005	627
	Colorado	08	San Juan County, CO	08111	2006	2006	649
	Colorado	08	San Juan County, CO	08111	2007	2007	661
	Colorado	08	San Juan County, CO	08111	2008	2008	670
	Colorado	08	San Juan County, CO	08111	2009	2009	657
	Colorado	08	San Juan County, CO	08111	2010	2010	708
	Colorado	08	San Juan County, CO	08111	2011	2011	690
	Colorado	08	San Juan County, CO	08111	2012	2012	692
	Colorado	08	San Juan County, CO	08111	2013	2013	692
	Colorado	08	San Juan County, CO	08111	2014	2014	712
	Colorado	08	San Juan County, CO	08111	2015	2015	690
	Colorado	08	San Miguel County, CO	08113	2003	2003	7062
	Colorado	08	San Miguel County, CO	08113	2004	2004	7038
	Colorado	08	San Miguel County, CO	08113	2005	2005	7097
	Colorado	08	San Miguel County, CO	08113	2006	2006	7071
	Colorado	08	San Miguel County, CO	08113	2007	2007	7322
	Colorado	08	San Miguel County, CO	08113	2008	2008	7366
	Colorado	08	San Miguel County, CO	08113	2009	2009	7379
	Colorado	08	San Miguel County, CO	08113	2010	2010	7358
	Colorado	08	San Miguel County, CO	08113	2011	2011	7491
	Colorado	08	San Miguel County, CO	08113	2012	2012	7588
	Colorado	08	San Miguel County, CO	08113	2013	2013	7632
	Colorado	08	San Miguel County, CO	08113	2014	2014	7751
	Colorado	08	San Miguel County, CO	08113	2015	2015	7850
	Colorado	08	Sedgwick County, CO	08115	2003	2003	2652
	Colorado	08	Sedgwick County, CO	08115	2004	2004	2551
	Colorado	08	Sedgwick County, CO	08115	2005	2005	2522
	Colorado	08	Sedgwick County, CO	08115	2006	2006	2474
	Colorado	08	Sedgwick County, CO	08115	2007	2007	2400
	Colorado	08	Sedgwick County, CO	08115	2008	2008	2421
	Colorado	08	Sedgwick County, CO	08115	2009	2009	2392
	Colorado	08	Sedgwick County, CO	08115	2010	2010	2371
	Colorado	08	Sedgwick County, CO	08115	2011	2011	2371
	Colorado	08	Sedgwick County, CO	08115	2012	2012	2377
	Colorado	08	Sedgwick County, CO	08115	2013	2013	2338
	Colorado	08	Sedgwick County, CO	08115	2014	2014	2332
	Colorado	08	Sedgwick County, CO	08115	2015	2015	2373
	Colorado	08	Summit County, CO	08117	2003	2003	25408
	Colorado	08	Summit County, CO	08117	2004	2004	25313
	Colorado	08	Summit County, CO	08117	2005	2005	25487
	Colorado	08	Summit County, CO	08117	2006	2006	26019
	Colorado	08	Summit County, CO	08117	2007	2007	26603
	Colorado	08	Summit County, CO	08117	2008	2008	27144
	Colorado	08	Summit County, CO	08117	2009	2009	27678
	Colorado	08	Summit County, CO	08117	2010	2010	28075
	Colorado	08	Summit County, CO	08117	2011	2011	28048
	Colorado	08	Summit County, CO	08117	2012	2012	28307
	Colorado	08	Summit County, CO	08117	2013	2013	28741
	Colorado	08	Summit County, CO	08117	2014	2014	29333
	Colorado	08	Summit County, CO	08117	2015	2015	30064
	Colorado	08	Teller County, CO	08119	2003	2003	21682
	Colorado	08	Teller County, CO	08119	2004	2004	21678
	Colorado	08	Teller County, CO	08119	2005	2005	21978
	Colorado	08	Teller County, CO	08119	2006	2006	22281
	Colorado	08	Teller County, CO	08119	2007	2007	22707
	Colorado	08	Teller County, CO	08119	2008	2008	22725
	Colorado	08	Teller County, CO	08119	2009	2009	22937
	Colorado	08	Teller County, CO	08119	2010	2010	23474
	Colorado	08	Teller County, CO	08119	2011	2011	23378
	Colorado	08	Teller County, CO	08119	2012	2012	23456
	Colorado	08	Teller County, CO	08119	2013	2013	23372
	Colorado	08	Teller County, CO	08119	2014	2014	23458
	Colorado	08	Teller County, CO	08119	2015	2015	23421
	Colorado	08	Washington County, CO	08121	2003	2003	5028
	Colorado	08	Washington County, CO	08121	2004	2004	4923
	Colorado	08	Washington County, CO	08121	2005	2005	4912
	Colorado	08	Washington County, CO	08121	2006	2006	4907
	Colorado	08	Washington County, CO	08121	2007	2007	4883
	Colorado	08	Washington County, CO	08121	2008	2008	4792
	Colorado	08	Washington County, CO	08121	2009	2009	4800
	Colorado	08	Washington County, CO	08121	2010	2010	4808
	Colorado	08	Washington County, CO	08121	2011	2011	4750
	Colorado	08	Washington County, CO	08121	2012	2012	4689
	Colorado	08	Washington County, CO	08121	2013	2013	4731
	Colorado	08	Washington County, CO	08121	2014	2014	4720
	Colorado	08	Washington County, CO	08121	2015	2015	4775
	Colorado	08	Weld County, CO	08123	2003	2003	208858
	Colorado	08	Weld County, CO	08123	2004	2004	215322
	Colorado	08	Weld County, CO	08123	2005	2005	222879
	Colorado	08	Weld County, CO	08123	2006	2006	230703
	Colorado	08	Weld County, CO	08123	2007	2007	237692
	Colorado	08	Weld County, CO	08123	2008	2008	243442
	Colorado	08	Weld County, CO	08123	2009	2009	248193
	Colorado	08	Weld County, CO	08123	2010	2010	254224
	Colorado	08	Weld County, CO	08123	2011	2011	258867
	Colorado	08	Weld County, CO	08123	2012	2012	264025
	Colorado	08	Weld County, CO	08123	2013	2013	270105
	Colorado	08	Weld County, CO	08123	2014	2014	277480
	Colorado	08	Weld County, CO	08123	2015	2015	286493
	Colorado	08	Yuma County, CO	08125	2003	2003	9923
	Colorado	08	Yuma County, CO	08125	2004	2004	9791
	Colorado	08	Yuma County, CO	08125	2005	2005	9765
	Colorado	08	Yuma County, CO	08125	2006	2006	9784
	Colorado	08	Yuma County, CO	08125	2007	2007	9788
	Colorado	08	Yuma County, CO	08125	2008	2008	9843
	Colorado	08	Yuma County, CO	08125	2009	2009	10022
	Colorado	08	Yuma County, CO	08125	2010	2010	10054
	Colorado	08	Yuma County, CO	08125	2011	2011	10138
	Colorado	08	Yuma County, CO	08125	2012	2012	10107
	Colorado	08	Yuma County, CO	08125	2013	2013	10139
	Colorado	08	Yuma County, CO	08125	2014	2014	10191
	Colorado	08	Yuma County, CO	08125	2015	2015	10044
	Connecticut	09	Fairfield County, CT	09001	2003	2003	896342
	Connecticut	09	Fairfield County, CT	09001	2004	2004	897472
	Connecticut	09	Fairfield County, CT	09001	2005	2005	897653
	Connecticut	09	Fairfield County, CT	09001	2006	2006	896254
	Connecticut	09	Fairfield County, CT	09001	2007	2007	897498
	Connecticut	09	Fairfield County, CT	09001	2008	2008	903824
	Connecticut	09	Fairfield County, CT	09001	2009	2009	910421
	Connecticut	09	Fairfield County, CT	09001	2010	2010	919371
	Connecticut	09	Fairfield County, CT	09001	2011	2011	928099
	Connecticut	09	Fairfield County, CT	09001	2012	2012	935293
	Connecticut	09	Fairfield County, CT	09001	2013	2013	940189
	Connecticut	09	Fairfield County, CT	09001	2014	2014	944524
	Connecticut	09	Fairfield County, CT	09001	2015	2015	945323
	Connecticut	09	Hartford County, CT	09003	2003	2003	873335
	Connecticut	09	Hartford County, CT	09003	2004	2004	874449
	Connecticut	09	Hartford County, CT	09003	2005	2005	878081
	Connecticut	09	Hartford County, CT	09003	2006	2006	881298
	Connecticut	09	Hartford County, CT	09003	2007	2007	884548
	Connecticut	09	Hartford County, CT	09003	2008	2008	887891
	Connecticut	09	Hartford County, CT	09003	2009	2009	891667
	Connecticut	09	Hartford County, CT	09003	2010	2010	895214
	Connecticut	09	Hartford County, CT	09003	2011	2011	896900
	Connecticut	09	Hartford County, CT	09003	2012	2012	897795
	Connecticut	09	Hartford County, CT	09003	2013	2013	897837
	Connecticut	09	Hartford County, CT	09003	2014	2014	897618
	Connecticut	09	Hartford County, CT	09003	2015	2015	896563
	Connecticut	09	Litchfield County, CT	09005	2003	2003	187424
	Connecticut	09	Litchfield County, CT	09005	2004	2004	188601
	Connecticut	09	Litchfield County, CT	09005	2005	2005	188912
	Connecticut	09	Litchfield County, CT	09005	2006	2006	189682
	Connecticut	09	Litchfield County, CT	09005	2007	2007	189866
	Connecticut	09	Litchfield County, CT	09005	2008	2008	190175
	Connecticut	09	Litchfield County, CT	09005	2009	2009	190015
	Connecticut	09	Litchfield County, CT	09005	2010	2010	189762
	Connecticut	09	Litchfield County, CT	09005	2011	2011	188979
	Connecticut	09	Litchfield County, CT	09005	2012	2012	187591
	Connecticut	09	Litchfield County, CT	09005	2013	2013	186866
	Connecticut	09	Litchfield County, CT	09005	2014	2014	185380
	Connecticut	09	Litchfield County, CT	09005	2015	2015	184171
	Connecticut	09	Middlesex County, CT	09007	2003	2003	160864
	Connecticut	09	Middlesex County, CT	09007	2004	2004	161450
	Connecticut	09	Middlesex County, CT	09007	2005	2005	162191
	Connecticut	09	Middlesex County, CT	09007	2006	2006	163473
	Connecticut	09	Middlesex County, CT	09007	2007	2007	164129
	Connecticut	09	Middlesex County, CT	09007	2008	2008	164962
	Connecticut	09	Middlesex County, CT	09007	2009	2009	165607
	Connecticut	09	Middlesex County, CT	09007	2010	2010	165624
	Connecticut	09	Middlesex County, CT	09007	2011	2011	166199
	Connecticut	09	Middlesex County, CT	09007	2012	2012	165677
	Connecticut	09	Middlesex County, CT	09007	2013	2013	165390
	Connecticut	09	Middlesex County, CT	09007	2014	2014	164857
	Connecticut	09	Middlesex County, CT	09007	2015	2015	163809
	Connecticut	09	New Haven County, CT	09009	2003	2003	841939
	Connecticut	09	New Haven County, CT	09009	2004	2004	844505
	Connecticut	09	New Haven County, CT	09009	2005	2005	847162
	Connecticut	09	New Haven County, CT	09009	2006	2006	850207
	Connecticut	09	New Haven County, CT	09009	2007	2007	853598
	Connecticut	09	New Haven County, CT	09009	2008	2008	856622
	Connecticut	09	New Haven County, CT	09009	2009	2009	860025
	Connecticut	09	New Haven County, CT	09009	2010	2010	863398
	Connecticut	09	New Haven County, CT	09009	2011	2011	863974
	Connecticut	09	New Haven County, CT	09009	2012	2012	864732
	Connecticut	09	New Haven County, CT	09009	2013	2013	863035
	Connecticut	09	New Haven County, CT	09009	2014	2014	863149
	Connecticut	09	New Haven County, CT	09009	2015	2015	860506
	Connecticut	09	New London County, CT	09011	2003	2003	266584
	Connecticut	09	New London County, CT	09011	2004	2004	268595
	Connecticut	09	New London County, CT	09011	2005	2005	269664
	Connecticut	09	New London County, CT	09011	2006	2006	270814
	Connecticut	09	New London County, CT	09011	2007	2007	270669
	Connecticut	09	New London County, CT	09011	2008	2008	272634
	Connecticut	09	New London County, CT	09011	2009	2009	273630
	Connecticut	09	New London County, CT	09011	2010	2010	274019
	Connecticut	09	New London County, CT	09011	2011	2011	273086
	Connecticut	09	New London County, CT	09011	2012	2012	274173
	Connecticut	09	New London County, CT	09011	2013	2013	273093
	Connecticut	09	New London County, CT	09011	2014	2014	271593
	Connecticut	09	New London County, CT	09011	2015	2015	269818
	Connecticut	09	Tolland County, CT	09013	2003	2003	145195
	Connecticut	09	Tolland County, CT	09013	2004	2004	146706
	Connecticut	09	Tolland County, CT	09013	2005	2005	147657
	Connecticut	09	Tolland County, CT	09013	2006	2006	148954
	Connecticut	09	Tolland County, CT	09013	2007	2007	149718
	Connecticut	09	Tolland County, CT	09013	2008	2008	151583
	Connecticut	09	Tolland County, CT	09013	2009	2009	152330
	Connecticut	09	Tolland County, CT	09013	2010	2010	153242
	Connecticut	09	Tolland County, CT	09013	2011	2011	153066
	Connecticut	09	Tolland County, CT	09013	2012	2012	152005
	Connecticut	09	Tolland County, CT	09013	2013	2013	151831
	Connecticut	09	Tolland County, CT	09013	2014	2014	151766
	Connecticut	09	Tolland County, CT	09013	2015	2015	151815
	Connecticut	09	Windham County, CT	09015	2003	2003	112653
	Connecticut	09	Windham County, CT	09015	2004	2004	114316
	Connecticut	09	Windham County, CT	09015	2005	2005	115636
	Connecticut	09	Windham County, CT	09015	2006	2006	116778
	Connecticut	09	Windham County, CT	09015	2007	2007	117244
	Connecticut	09	Windham County, CT	09015	2008	2008	117888
	Connecticut	09	Windham County, CT	09015	2009	2009	118112
	Connecticut	09	Windham County, CT	09015	2010	2010	118543
	Connecticut	09	Windham County, CT	09015	2011	2011	118329
	Connecticut	09	Windham County, CT	09015	2012	2012	117945
	Connecticut	09	Windham County, CT	09015	2013	2013	117551
	Connecticut	09	Windham County, CT	09015	2014	2014	116810
	Connecticut	09	Windham County, CT	09015	2015	2015	116556
	Delaware	10	Kent County, DE	10001	2003	2003	134605
	Delaware	10	Kent County, DE	10001	2004	2004	139342
	Delaware	10	Kent County, DE	10001	2005	2005	144585
	Delaware	10	Kent County, DE	10001	2006	2006	149704
	Delaware	10	Kent County, DE	10001	2007	2007	153969
	Delaware	10	Kent County, DE	10001	2008	2008	157925
	Delaware	10	Kent County, DE	10001	2009	2009	160081
	Delaware	10	Kent County, DE	10001	2010	2010	162972
	Delaware	10	Kent County, DE	10001	2011	2011	165161
	Delaware	10	Kent County, DE	10001	2012	2012	167370
	Delaware	10	Kent County, DE	10001	2013	2013	169144
	Delaware	10	Kent County, DE	10001	2014	2014	171600
	Delaware	10	Kent County, DE	10001	2015	2015	173308
	Delaware	10	New Castle County, DE	10003	2003	2003	514769
	Delaware	10	New Castle County, DE	10003	2004	2004	518944
	Delaware	10	New Castle County, DE	10003	2005	2005	523343
	Delaware	10	New Castle County, DE	10003	2006	2006	527174
	Delaware	10	New Castle County, DE	10003	2007	2007	530555
	Delaware	10	New Castle County, DE	10003	2008	2008	533958
	Delaware	10	New Castle County, DE	10003	2009	2009	536898
	Delaware	10	New Castle County, DE	10003	2010	2010	538792
	Delaware	10	New Castle County, DE	10003	2011	2011	542031
	Delaware	10	New Castle County, DE	10003	2012	2012	545053
	Delaware	10	New Castle County, DE	10003	2013	2013	548614
	Delaware	10	New Castle County, DE	10003	2014	2014	551124
	Delaware	10	New Castle County, DE	10003	2015	2015	553929
	Delaware	10	Sussex County, DE	10005	2003	2003	168629
	Delaware	10	Sussex County, DE	10005	2004	2004	172517
	Delaware	10	Sussex County, DE	10005	2005	2005	177222
	Delaware	10	Sussex County, DE	10005	2006	2006	182390
	Delaware	10	Sussex County, DE	10005	2007	2007	187225
	Delaware	10	Sussex County, DE	10005	2008	2008	191991
	Delaware	10	Sussex County, DE	10005	2009	2009	194751
	Delaware	10	Sussex County, DE	10005	2010	2010	197883
	Delaware	10	Sussex County, DE	10005	2011	2011	200398
	Delaware	10	Sussex County, DE	10005	2012	2012	203095
	Delaware	10	Sussex County, DE	10005	2013	2013	206304
	Delaware	10	Sussex County, DE	10005	2014	2014	210407
	Delaware	10	Sussex County, DE	10005	2015	2015	214828
	District of Columbia	11	District of Columbia, DC	11001	2003	2003	568502
	District of Columbia	11	District of Columbia, DC	11001	2004	2004	567754
	District of Columbia	11	District of Columbia, DC	11001	2005	2005	567136
	District of Columbia	11	District of Columbia, DC	11001	2006	2006	570681
	District of Columbia	11	District of Columbia, DC	11001	2007	2007	574404
	District of Columbia	11	District of Columbia, DC	11001	2008	2008	580236
	District of Columbia	11	District of Columbia, DC	11001	2009	2009	592228
	District of Columbia	11	District of Columbia, DC	11001	2010	2010	605282
	District of Columbia	11	District of Columbia, DC	11001	2011	2011	620290
	District of Columbia	11	District of Columbia, DC	11001	2012	2012	635737
	District of Columbia	11	District of Columbia, DC	11001	2013	2013	651559
	District of Columbia	11	District of Columbia, DC	11001	2014	2014	663603
	District of Columbia	11	District of Columbia, DC	11001	2015	2015	677014
	Florida	12	Alachua County, FL	12001	2003	2003	227022
	Florida	12	Alachua County, FL	12001	2004	2004	229867
	Florida	12	Alachua County, FL	12001	2005	2005	233756
	Florida	12	Alachua County, FL	12001	2006	2006	239506
	Florida	12	Alachua County, FL	12001	2007	2007	242685
	Florida	12	Alachua County, FL	12001	2008	2008	244888
	Florida	12	Alachua County, FL	12001	2009	2009	246657
	Florida	12	Alachua County, FL	12001	2010	2010	247624
	Florida	12	Alachua County, FL	12001	2011	2011	249879
	Florida	12	Alachua County, FL	12001	2012	2012	251596
	Florida	12	Alachua County, FL	12001	2013	2013	252585
	Florida	12	Alachua County, FL	12001	2014	2014	255606
	Florida	12	Alachua County, FL	12001	2015	2015	259215
	Florida	12	Baker County, FL	12003	2003	2003	23555
	Florida	12	Baker County, FL	12003	2004	2004	24142
	Florida	12	Baker County, FL	12003	2005	2005	24832
	Florida	12	Baker County, FL	12003	2006	2006	25571
	Florida	12	Baker County, FL	12003	2007	2007	26212
	Florida	12	Baker County, FL	12003	2008	2008	26725
	Florida	12	Baker County, FL	12003	2009	2009	27124
	Florida	12	Baker County, FL	12003	2010	2010	27067
	Florida	12	Baker County, FL	12003	2011	2011	27055
	Florida	12	Baker County, FL	12003	2012	2012	27059
	Florida	12	Baker County, FL	12003	2013	2013	27008
	Florida	12	Baker County, FL	12003	2014	2014	27123
